검수순번,wantedAuthNo,company,라벨,Gemini,GPT,확정,근거
43,KF10912607200008,로뎀복지센터,숙식공제_불명확,0,0,0,두 모델 일치
43,KF10912607200008,로뎀복지센터,연장야간_조건미기재,0,0,0,두 모델 일치
43,KF10912607200008,로뎀복지센터,사회보험_미기재,0,1,1,가이드: 4대보험 언급 없음 -> 1
43,KF10912607200008,로뎀복지센터,임금_미확정,0,1,1,사람결정⑤: 금액 명시 + '임금에 차이가 있을 수 있음' -> 1
44,K130232607280030,(주)달콤나라 앨리스 대저지점,임금구성_불명확,0,0,0,두 모델 일치
44,K130232607280030,(주)달콤나라 앨리스 대저지점,실근로시간_미기재,0,0,0,두 모델 일치
44,K130232607280030,(주)달콤나라 앨리스 대저지점,수습조건_미기재,0,0,0,두 모델 일치
44,K130232607280030,(주)달콤나라 앨리스 대저지점,숙식공제_불명확,0,0,0,두 모델 일치
44,K130232607280030,(주)달콤나라 앨리스 대저지점,연장야간_조건미기재,0,0,0,두 모델 일치
44,K130232607280030,(주)달콤나라 앨리스 대저지점,사회보험_미기재,0,1,1,가이드: 4대보험 언급 없음 -> 1
44,K130232607280030,(주)달콤나라 앨리스 대저지점,임금_미확정,0,0,0,두 모델 일치
45,KF10922607280007,대교뉴이프 방문요양센터 동래센터,임금구성_불명확,0,0,0,두 모델 일치
45,KF10922607280007,대교뉴이프 방문요양센터 동래센터,실근로시간_미기재,0,0,0,두 모델 일치
45,KF10922607280007,대교뉴이프 방문요양센터 동래센터,수습조건_미기재,0,0,0,두 모델 일치
45,KF10922607280007,대교뉴이프 방문요양센터 동래센터,숙식공제_불명확,0,0,0,두 모델 일치
45,KF10922607280007,대교뉴이프 방문요양센터 동래센터,연장야간_조건미기재,0,0,0,두 모델 일치
45,KF10922607280007,대교뉴이프 방문요양센터 동래센터,사회보험_미기재,0,1,1,가이드: 4대보험 언급 없음 -> 1
45,KF10922607280007,대교뉴이프 방문요양센터 동래센터,임금_미확정,0,0,0,두 모델 일치
46,KF10092607220004,(A)비지팅엔젤스 부산수영방문요양지점,임금구성_불명확,0,0,0,두 모델 일치
46,KF10092607220004,(A)비지팅엔젤스 부산수영방문요양지점,실근로시간_미기재,0,0,0,두 모델 일치
46,KF10092607220004,(A)비지팅엔젤스 부산수영방문요양지점,수습조건_미기재,0,0,0,두 모델 일치
46,KF10092607220004,(A)비지팅엔젤스 부산수영방문요양지점,숙식공제_불명확,0,0,0,두 모델 일치
46,KF10092607220004,(A)비지팅엔젤스 부산수영방문요양지점,연장야간_조건미기재,0,0,0,두 모델 일치
46,KF10092607220004,(A)비지팅엔젤스 부산수영방문요양지점,사회보험_미기재,0,1,1,가이드: 4대보험 언급 없음 -> 1
46,KF10092607220004,(A)비지팅엔젤스 부산수영방문요양지점,임금_미확정,0,0,0,두 모델 일치
47,K180512607200060,주식회사골프프렌드,임금구성_불명확,?,0,0,"연봉 3,620만원 명시, 임금구성 불명확 근거 없음 -> 0"
47,K180512607200060,주식회사골프프렌드,실근로시간_미기재,1,0,0,본문 '주 6일(주 50시간)' + 근무시간항목 보유 -> 0
47,K180512607200060,주식회사골프프렌드,수습조건_미기재,?,1,1,'수습 기간: 교육 매장 이수 시 단축 가능' — 감액률 없음 -> 1
47,K180512607200060,주식회사골프프렌드,숙식공제_불명확,0,0,0,두 모델 일치
47,K180512607200060,주식회사골프프렌드,연장야간_조건미기재,0,0,0,두 모델 일치
47,K180512607200060,주식회사골프프렌드,사회보험_미기재,1,1,1,두 모델 일치
47,K180512607200060,주식회사골프프렌드,임금_미확정,1,0,0,"본문에 연봉 3,620만원 명시 -> 0"
